Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice;SalePrice_log;Lot Area_log;Total Bsmt SF_log;TotalPorchSF;HouseAge;YearsSinceRemodel;IsRenovated;GrLivArea_m2;LotArea_boxcox;SalePrice_boxcox
876;907290070;RL;70.0;9100;Pave;Inside;CollgCr;1Fam;1Story;7;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1212.0;GasA;1212;2;0;3;1;6;0;Attchd;2001.0;2.0;573.0;0;NoFence;NoFeature;0;6;2009;178000;12.089538829274222;9.116029692504942;7.10085190894405;0;8;8;0;112.6;17.420282152415098;12.665777593412745
877;907290090;RL;75.0;9750;Pave;Inside;CollgCr;1Fam;1Story;7;5;2000;2001;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1630.0;GasA;1630;2;0;3;1;6;1;Attchd;2000.0;2.0;451.0;0;NoFence;NoFeature;0;10;2009;213000;12.269047444691562;9.185022563991893;7.396948602621014;234;9;8;1;151.43;17.64590858345463;12.862801297001736
878;907290180;RM;69.22;4435;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2003;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;1;0;1;1;4;0;Attchd;2003.0;2.0;420.0;0;NoFence;NoFeature;0;6;2009;144000;11.877568578558138;8.39728289474368;6.744059186311348;0;6;5;1;78.78;15.18584832922369;12.43347273791595
879;907290210;RM;69.22;4435;Pave;Inside;CollgCr;TwnhsE;1Story;6;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;848.0;GasA;848;1;0;1;1;4;0;Attchd;2003.0;2.0;420.0;0;NoFence;NoFeature;0;5;2009;140000;11.84939770159144;8.39728289474368;6.744059186311348;0;6;6;0;78.78;15.18584832922369;12.402627716189974
880;907410130;RL;85.0;10200;Pave;Inside;CollgCr;1Fam;1Story;8;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1578.0;GasA;1602;2;0;3;1;7;1;Attchd;2007.0;3.0;810.0;0;NoFence;NoFeature;0;1;2009;293200;12.588610248994634;9.230142999272362;7.364547014255642;243;2;2;0;148.83;17.794559234636907;13.214214354300823
881;907412020;RL;65.0;9313;Pave;Inside;CollgCr;1Fam;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;864.0;GasA;1728;2;1;3;1;7;0;Attchd;2004.0;2.0;572.0;0;NoFence;NoFeature;0;4;2009;190000;12.154779351142624;9.139166552521658;6.762729506931879;56;5;5;0;160.54;17.495721777724036;12.73735251864711
882;907414020;RL;63.0;8487;Pave;FR2;CollgCr;1Fam;1Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1500.0;GasA;1500;2;0;3;1;6;0;Attchd;2004.0;2.0;570.0;0;NoFence;NoFeature;0;8;2009;190000;12.154779351142624;9.046290859969677;7.313886831633462;36;5;5;0;139.35;17.19425550949162;12.73735251864711
883;907414080;RL;64.0;8633;Pave;FR2;CollgCr;1Fam;2Story;6;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;738.0;GasA;1476;2;1;3;1;7;0;Attchd;2005.0;2.0;540.0;0;NoFence;NoFeature;0;2;2009;173500;12.063932878369052;9.063347348235522;6.6052979209482015;35;4;4;0;137.12;17.249347934056598;12.637695234603141
884;907420040;RL;85.0;11069;Pave;Corner;CollgCr;1Fam;2Story;6;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;608.0;GasA;1396;2;1;3;1;6;1;BuiltIn;2007.0;2.0;440.0;0;NoFence;NoFeature;0;7;2009;170000;12.043553716032399;9.311903687385623;6.411818267709897;36;2;2;0;129.69;18.066145057076827;12.615349086498098
885;908102050;RL;67.0;8777;Pave;Inside;Edwards;1Fam;1Story;4;5;1949;2003;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;0.0;GasA;1126;2;0;2;1;5;0;Detchd;2002.0;2.0;520.0;0;MnPrv;NoFeature;0;5;2009;108000;11.589886506106357;9.079889942592118;0.0;96;60;6;1;104.61;17.302896841149686;12.118794410731935
886;908102270;RL;75.0;9937;Pave;Corner;Edwards;1Fam;1Story;5;7;1964;1999;Hip;CompShg;MetalSd;MetalSd;TA;PConc;1486.0;GasA;1486;1;0;3;1;7;0;Detchd;1968.0;2.0;480.0;0;MnPrv;NoFeature;0;3;2009;167000;12.025749091398891;9.204020443231363;7.304515946460155;0;45;10;1;138.05;17.708391838020432;12.595828818126815
887;908102290;RL;67.0;8877;Pave;Inside;Edwards;1Fam;1Story;4;6;1938;1958;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;816.0;GasA;816;1;0;2;1;3;1;Detchd;1958.0;1.0;288.0;0;NoFence;NoFeature;0;5;2009;100000;11.512925464970229;9.09121894106832;6.705639094860003;0;71;51;1;75.81;17.339635403003065;12.03472856024368
888;908128060;RL;64.0;7301;Pave;Corner;Edwards;1Fam;SFoyer;7;5;2003;2003;Gable;CompShg;HdBoard;HdBoard;Gd;Slab;0.0;GasA;1922;3;0;4;1;7;1;BuiltIn;2003.0;2.0;672.0;0;NoFence;NoFeature;0;7;2009;198500;12.198544379109382;8.895766604056085;0.0;177;6;6;0;178.56;16.713301501165077;12.785386836140926
889;908151050;RL;75.0;7950;Pave;Corner;Edwards;1Fam;2Story;6;6;1977;1977;Hip;CompShg;HdBoard;Plywood;TA;CBlock;690.0;GasA;1426;1;1;3;1;6;0;Attchd;1977.0;2.0;440.0;0;MnPrv;NoFeature;0;7;2009;159500;11.979799201207037;8.980927207648378;6.53813982376767;0;32;32;0;132.48;16.984254048243773;12.545463496121988
890;908152035;RL;80.0;10682;Pave;Inside;Edwards;1Fam;1Story;4;6;1960;1971;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1014.0;GasA;1149;1;0;3;1;7;0;2Types;1968.0;1.0;544.0;0;MnPrv;NoFeature;0;7;2009;127000;11.751942365440728;9.276315360899716;6.922643891475888;240;49;38;1;106.75;17.94757726253595;12.295972569352006
891;908152100;RL;72.0;7200;Pave;Inside;Edwards;1Fam;SLvl;6;6;1976;1976;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;1041.0;GasA;1125;1;0;3;1;6;1;Detchd;1977.0;1.0;352.0;0;GdWo;NoFeature;0;10;2009;125000;11.736069016284437;8.881836305004146;6.948897222313312;0;33;33;0;104.52;16.669263602004957;12.278608295047272
892;908154040;RL;86.0;13286;Pave;Inside;Edwards;1Fam;1Story;9;5;2007;2008;Hip;CompShg;CemntBd;CmentBd;Ex;PConc;1698.0;GasA;1698;2;0;3;1;8;1;Attchd;2007.0;3.0;768.0;0;NoFence;NoFeature;0;2;2009;320000;12.676076274775909;9.494466128225186;7.4377951216719325;64;2;1;1;157.75;18.683044310446622;13.3105476896907
893;908186080;RM;35.0;3675;Pave;Inside;Edwards;TwnhsE;SFoyer;6;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;TA;Wood;547.0;GasA;1072;1;0;2;1;5;0;Basment;2005.0;2.0;525.0;0;NoFence;NoFeature;0;4;2009;145500;11.887931365593685;8.209308411646937;6.306275286948016;28;4;3;1;99.59;14.634977837947527;12.444820892641483
894;908201040;RL;50.0;9405;Pave;Inside;Edwards;1Fam;1Story;5;9;1947;2008;Hip;CompShg;VinylSd;VinylSd;TA;CBlock;698.0;GasA;698;1;0;2;1;4;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;6;2009;118000;11.678439903447801;9.14899674173513;6.54965074223381;200;62;1;1;64.85;17.527842389396486;12.215583999799044
895;908203090;RL;64.0;6410;Pave;Inside;Edwards;1Fam;1Story;4;5;1959;1959;Gable;CompShg;AsbShng;AsbShng;TA;CBlock;876.0;GasA;876;1;0;3;1;5;0;Detchd;1959.0;1.0;320.0;0;MnPrv;NoFeature;0;3;2009;85000;11.350406535472453;8.765614549914716;6.776506992372183;0;50;50;0;81.38;16.304930996585348;11.857368782684025
896;908225290;RL;70.0;11767;Pave;Inside;Edwards;1Fam;1Story;5;5;1950;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1078.0;GasA;1368;1;0;3;1;6;0;Attchd;1950.0;1.0;195.0;0;NoFence;Shed;900;6;2009;120000;11.695247021764184;9.37305428246393;6.983789965258135;252;59;59;0;127.09;18.271157723330656;12.233961716702497
897;908225370;RL;50.0;8405;Pave;Inside;Edwards;1Fam;1.5Fin;4;3;1945;1950;Gable;CompShg;WdShing;Wd Shng;TA;Slab;0.0;Wall;1529;2;0;4;1;9;0;Detchd;1945.0;1.0;240.0;0;NoFence;NoFeature;0;4;2009;98000;11.49272275765271;9.036582045842716;0.0;185;64;59;1;142.05;17.162950357768906;12.012668994456117
898;908229020;RL;56.0;4060;Pave;Corner;Edwards;1Fam;1Story;5;8;1922;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;864.0;GasA;864;1;0;2;1;4;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;7;2009;99900;11.511924964636645;8.308938252595778;6.762729506931879;96;87;59;1;80.27;14.925278673367613;12.03363602237542
899;908250030;RL;74.0;10206;Pave;Corner;Edwards;1Fam;1Story;3;3;1952;1952;Flat;Tar&Grv;BrkComm;Brk Cmn;TA;Slab;0.0;GasW;944;1;0;2;1;4;0;Detchd;1956.0;2.0;528.0;0;NoFence;NoFeature;0;7;2009;82000;11.314474526246391;9.230731061623917;0.0;0;57;57;0;87.7;17.796502363102103;11.818185280791552
900;908275040;RL;65.0;10926;Pave;Inside;Edwards;Duplex;1Story;5;5;1959;1959;Hip;CompShg;VinylSd;VinylSd;TA;CBlock;1678.0;GasA;1678;2;0;6;2;10;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;8;2009;119900;11.694413341015606;9.298900548955663;7.425953657077541;0;50;50;0;155.89;18.022759810189417;12.233050074153143
901;908275110;RL;70.0;11767;Pave;Inside;Edwards;1Fam;1Story;5;5;1956;1956;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1150.0;GasA;1560;1;0;2;1;7;1;Attchd;1956.0;1.0;313.0;0;NoFence;NoFeature;0;5;2009;103500;11.547326891687561;9.37305428246393;7.048386408721883;0;53;53;0;144.93;18.271157723330656;12.072299709585211
902;908276150;RL;0.0;8926;Pave;Corner;Edwards;1Fam;1Story;4;3;1956;1956;Gable;CompShg;AsbShng;AsbShng;TA;CBlock;672.0;GasA;960;1;0;3;1;5;0;Basment;1956.0;1.0;288.0;0;MnPrv;NoFeature;0;10;2009;112000;11.626254150277232;9.096723645189215;6.511745329644728;160;53;53;0;89.19;17.35750595262609;12.158536615523115
903;909101010;RL;67.0;12354;Pave;Corner;Edwards;1Fam;1.5Fin;6;8;1920;2000;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;684.0;GasA;1196;1;0;3;1;7;0;Detchd;2005.0;2.0;528.0;0;GdPrv;Shed;800;8;2009;110000;11.608235644774552;9.421735176255844;6.529418838262226;46;89;9;1;111.11;18.435529158726027;12.138844788534543
904;909101100;RL;45.0;8212;Pave;Inside;Edwards;1Fam;1.5Fin;5;6;1941;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;720.0;GasA;1298;1;0;3;1;6;2;Detchd;1940.0;1.0;256.0;0;NoFence;NoFeature;0;9;2009;122000;11.711776323715394;9.013351778138825;6.580639137284949;0;68;59;1;120.59;17.088206105207735;12.2520379587764
905;909101140;RL;60.0;10998;Pave;Inside;Edwards;1Fam;1.5Fin;5;5;1941;1960;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;984.0;GasA;1604;2;0;3;1;6;0;Detchd;1977.0;2.0;660.0;0;NoFence;NoFeature;0;7;2009;117000;11.669929213779893;9.30546871706776;6.892641641172089;68;68;49;1;149.02;18.044665512026764;12.206278900136011
906;909129090;RH;70.0;6300;Pave;Corner;SWISU;1Fam;1.5Fin;5;4;1938;1950;Gable;CompShg;MetalSd;MetalSd;TA;PConc;832.0;GasA;1268;1;1;3;1;7;2;Basment;1938.0;1.0;250.0;0;NoFence;NoFeature;0;7;2009;160000;11.982929094215963;8.748304912379623;6.725033642166843;55;71;59;1;117.8;16.251136236508195;12.548893586390399
907;909129100;RH;55.0;4500;Pave;Inside;SWISU;1Fam;1.5Fin;5;5;1932;2000;Gable;CompShg;VinylSd;Stucco;TA;BrkTil;793.0;GasA;1520;1;0;3;1;6;0;Detchd;1968.0;1.0;281.0;0;NoFence;NoFeature;0;7;2009;159434;11.979385322467598;8.411832675758411;6.677083461247136;56;77;9;1;141.21;15.229049044317685;12.545009927196789
908;909175080;RL;60.0;8400;Pave;Inside;SWISU;1Fam;1Story;2;5;1920;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;290.0;GasA;438;1;0;1;1;3;0;Detchd;1930.0;1.0;246.0;0;NoFence;NoFeature;0;1;2009;60000;11.002099841204238;9.035986984831405;5.673323267171493;0;89;59;1;40.69;17.16103291958329;11.477996866769905
909;909178160;RL;60.0;9900;Pave;Inside;SWISU;1Fam;1.5Fin;6;7;1940;1950;Gable;CompShg;VinylSd;VinylSd;TA;BrkTil;778.0;GasA;1489;2;0;3;1;7;1;Detchd;1940.0;1.0;240.0;0;GdWo;NoFeature;0;7;2009;139500;11.845819880243557;9.20029003612268;6.658011045870748;0;69;59;1;138.33;17.6961105495785;12.398710742416268
910;909179020;RL;102.0;15863;Pave;Corner;SWISU;1Fam;2.5Fin;7;3;1920;1970;Gable;CompShg;Wd Sdng;Plywood;TA;BrkTil;824.0;GasA;3082;2;1;5;1;12;2;Basment;1970.0;2.0;672.0;0;NoFence;NoFeature;0;8;2009;197000;12.190959007720126;9.671744632408455;6.715383386334681;63;89;39;1;286.33;19.296207717173655;12.777060358573083
911;909250080;RL;43.0;5707;Pave;Inside;SWISU;1Fam;2Story;6;6;1935;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;583.0;GasA;1242;1;1;3;1;6;1;Detchd;1926.0;1.0;180.0;0;NoFence;NoFeature;0;3;2009;105000;11.56171562913966;8.649448770536708;6.369900982828227;96;74;59;1;115.39;15.94621181232915;12.088017145604054
912;909250220;RL;65.0;7804;Pave;Inside;SWISU;1Fam;1.5Fin;4;3;1928;1950;Gable;CompShg;WdShing;Plywood;TA;BrkTil;1122.0;GasA;1981;2;0;4;1;7;2;Detchd;1981.0;2.0;576.0;0;MnPrv;NoFeature;0;12;2009;135000;11.813030057420567;8.962391701743002;7.023758954738443;44;81;59;1;184.04;16.925025620740175;12.362817663265616
913;909251050;RL;64.0;8574;Pave;Inside;Crawfor;1Fam;1Story;6;8;1916;2000;Gable;CompShg;Stucco;Stucco;Gd;BrkTil;816.0;GasA;1232;1;0;3;1;6;1;Detchd;1916.0;2.0;440.0;0;NoFence;NoFeature;0;10;2009;147500;11.901583454762012;9.056489647157923;6.705639094860003;180;93;9;1;114.46;17.227182945605115;12.459772492106522
914;909251170;RL;51.0;6171;Pave;Inside;SWISU;1Fam;1.5Fin;6;6;1925;1990;Gable;CompShg;WdShing;Wd Shng;TA;BrkTil;976.0;GasA;1608;2;1;3;1;7;1;Detchd;1925.0;1.0;216.0;0;MnPrv;NoFeature;0;10;2009;137450;11.83101549359339;8.727616178321068;6.884486652042782;16;84;19;1;149.39;16.186997924112998;12.38250414219744
915;909252020;RL;60.0;7200;Pave;Inside;SWISU;1Fam;2Story;7;9;1936;2007;Gable;CompShg;Wd Sdng;Wd Sdng;Gd;PConc;560.0;GasA;1135;1;0;3;1;6;0;Detchd;1971.0;2.0;576.0;0;MnPrv;NoFeature;0;4;2009;155000;11.951180395901384;8.881836305004146;6.329720905522696;0;73;2;1;105.44;16.669263602004957;12.514103582468735
916;909253010;RL;57.0;7558;Pave;Inside;Crawfor;1Fam;1.5Fin;6;6;1928;1950;Gable;CompShg;BrkFace;Stone;TA;BrkTil;896.0;GasA;1913;1;1;3;1;9;1;Detchd;1929.0;2.0;342.0;0;NoFence;NoFeature;0;3;2009;177000;12.083905011555967;8.930361883909434;6.799055862058796;0;81;59;1;177.72;16.823011885129237;12.659598445115547
917;909253180;RL;52.0;6292;Pave;Inside;SWISU;1Fam;1.5Fin;7;7;1928;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;861.0;GasA;1477;2;0;3;1;6;1;Detchd;1928.0;1.0;216.0;0;NoFence;NoFeature;0;8;2009;145000;11.884489021402711;8.747034264178168;6.759255270663693;50;81;59;1;137.22;16.247192073995453;12.44105112610666
918;909254010;RL;53.0;7155;Pave;Inside;Crawfor;1Fam;2Story;7;8;1918;1990;Gambrel;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;600.0;GasA;1228;1;0;3;1;6;1;Detchd;1918.0;1.0;215.0;0;MnPrv;NoFeature;0;5;2009;137000;11.827736204810263;8.875566691990551;6.398594934535208;308;91;19;1;114.08;16.6494693604807;12.378914500131192
919;909257050;RL;53.0;10918;Pave;Inside;Crawfor;1Fam;2Story;7;9;1926;2004;Gambrel;CompShg;MetalSd;MetalSd;Gd;BrkTil;1276.0;GasA;2080;1;1;3;1;9;2;Detchd;1926.0;1.0;282.0;0;MnPrv;NoFeature;0;6;2009;234000;12.363076394339839;9.298168082341704;7.152268856032539;145;83;5;1;193.24;18.02031809246361;12.966112826268997
920;909275080;RL;60.0;13680;Pave;Inside;Crawfor;1Fam;1.5Fin;5;6;1940;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;840.0;GasA;1567;1;1;2;1;6;2;Detchd;1961.0;2.0;440.0;0;GdPrv;NoFeature;0;2;2009;205000;12.230765258120545;9.523690191176541;6.734591659972948;171;69;59;1;145.58;18.783156857648468;12.82076114205466
921;909276110;RL;69.22;7500;Pave;Inside;Crawfor;1Fam;2Story;6;7;1942;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;771.0;GasA;1494;1;0;3;1;7;2;Attchd;1942.0;1.0;213.0;0;NoFence;NoFeature;0;11;2009;177500;12.086725887897607;8.922658299524402;6.648984550024776;224;67;59;1;138.8;16.798539318489834;12.662692337518994
922;909276200;RL;130.0;9600;Pave;Inside;Crawfor;1Fam;1.5Fin;5;7;1940;1950;Gable;CompShg;MetalSd;MetalSd;Gd;BrkTil;728.0;GasA;1308;1;1;2;1;7;2;Detchd;1940.0;1.0;256.0;0;NoFence;NoFeature;0;6;2009;160000;11.982929094215963;9.169518377455928;6.591673732008658;70;69;59;1;121.52;17.595029726268677;12.548893586390399
923;909277090;RL;80.0;14680;Pave;Inside;Crawfor;1Fam;1Story;5;4;1960;1960;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1273.0;GasA;1273;1;0;2;1;5;0;Attchd;1960.0;1.0;307.0;0;MnPrv;NoFeature;0;6;2009;155000;11.951180395901384;9.594241302168507;7.149916836132109;115;49;49;0;118.27;19.026410010386805;12.514103582468735
924;909277100;RL;80.0;13360;Pave;Inside;Crawfor;1Fam;1Story;5;7;1921;2006;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;876.0;GasA;964;1;0;2;1;5;0;Detchd;1921.0;2.0;432.0;0;NoFence;NoFeature;0;8;2009;163500;12.004568269319446;9.500020447090638;6.776506992372183;44;88;3;1;89.56;18.702042531452037;12.572610483720243
925;909278020;RL;54.0;7681;Pave;FR2;Crawfor;1Fam;1.5Fin;5;6;1921;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;731.0;GasA;1343;1;1;3;1;7;1;Detchd;1921.0;1.0;186.0;0;NoFence;NoFeature;0;7;2009;154900;11.95053502640496;8.946505025998682;6.595780513961311;102;88;59;1;124.77;16.874374286720716;12.513396478596205
926;909279010;RL;0.0;8145;Pave;Corner;Crawfor;Duplex;2.5Unf;7;6;1940;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;920.0;GasA;2480;2;1;5;2;13;2;Detchd;1940.0;2.0;400.0;0;NoFence;NoFeature;0;7;2009;205000;12.230765258120545;9.005159521036145;6.825460036255307;57;69;59;1;230.4;17.06190079131808;12.82076114205466
927;909282130;RL;70.0;9100;Pave;Inside;Crawfor;1Fam;1Story;5;6;1954;1954;Gable;CompShg;BrkFace;BrkFace;TA;BrkTil;1112.0;GasA;1112;1;0;2;1;6;1;Attchd;1954.0;1.0;390.0;0;MnPrv;NoFeature;0;10;2009;144800;11.883108758933753;9.116029692504942;7.014814351275545;0;55;55;0;103.31;17.420282152415098;12.439539606320169
928;909425060;RL;75.0;12000;Pave;Inside;Crawfor;1Fam;2Story;7;7;1941;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;704.0;GasA;1564;1;1;3;1;7;1;Attchd;1941.0;1.0;234.0;0;NoFence;NoFeature;0;7;2009;174500;12.069680020624618;9.392661928770137;6.558197802812269;0;68;59;1;145.3;18.33723850811489;12.643997717243277
929;909425130;RL;90.0;13339;Pave;Inside;Crawfor;1Fam;1Story;6;6;1960;1960;Gable;CompShg;HdBoard;Plywood;TA;CBlock;1561.0;GasA;1561;2;0;3;1;6;1;Attchd;1960.0;2.0;463.0;0;NoFence;NoFeature;0;5;2009;193000;12.170445467887022;9.498447354141044;7.3537223303996315;268;49;49;0;145.02;18.69666047255248;12.754545022448967
930;909426090;RL;78.0;15600;Pave;Inside;Crawfor;1Fam;1.5Fin;5;7;1949;2005;Gable;CompShg;BrkComm;Brk Cmn;TA;BrkTil;1067.0;GasW;1523;2;0;3;1;7;1;Attchd;1949.0;1.0;295.0;0;NoFence;NoFeature;0;10;2009;158000;11.970350312009105;9.655026193237628;6.97354301952014;81;60;4;1;141.49;19.23777971784977;12.535108833957437
931;909427200;RL;80.0;14000;Pave;Inside;Crawfor;1Fam;1Story;6;8;1950;2004;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1092.0;GasA;1152;1;0;3;1;6;1;Attchd;1950.0;1.0;300.0;0;GdPrv;NoFeature;0;8;2009;158500;11.973509872299472;9.546812608597396;6.996681488176539;36;59;5;1;107.02;18.86263595421164;12.53857118728476
932;909428240;RL;100.0;17500;Pave;Corner;Crawfor;1Fam;1Story;6;5;1954;1954;Gable;CompShg;HdBoard;HdBoard;TA;PConc;1310.0;GasA;1906;1;1;3;1;6;2;Basment;1954.0;2.0;576.0;0;NoFence;NoFeature;0;1;2009;224000;12.319401330837177;9.769956159911606;7.1785454837637;201;55;55;0;177.07;19.642005468731163;12.91811690566251
933;909451040;RM;24.0;1733;Pave;Inside;Blueste;Twnhs;2Story;6;6;1980;1980;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;516.0;GasA;1032;1;0;2;1;5;1;Detchd;1980.0;2.0;452.0;0;GdPrv;NoFeature;0;5;2009;115000;11.652687407345388;7.457609289715606;6.248042874508429;0;29;29;0;95.88;12.561335474118007;12.18742955386258
934;909451100;RM;24.0;1488;Pave;Inside;Blueste;TwnhsE;2Story;6;6;1980;1992;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;561.0;GasA;1229;1;1;2;1;5;1;Attchd;1980.0;2.0;462.0;0;GdPrv;NoFeature;0;10;2009;137000;11.827736204810263;7.305188215393037;6.331501849893691;0;29;17;1;114.18;12.164921793993727;12.378914500131192
935;909451140;RM;24.0;1612;Pave;Inside;Blueste;Twnhs;2Story;6;6;1980;1980;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;561.0;GasA;1229;1;1;2;1;5;1;Attchd;1980.0;2.0;462.0;0;MnPrv;NoFeature;0;7;2009;121000;11.703545824578878;7.385230923066573;6.331501849893691;0;29;29;0;114.18;12.372119606117288;12.243036900278552
936;909451180;RM;24.0;1300;Pave;Inside;Blueste;TwnhsE;2Story;6;6;1980;1980;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;561.0;GasA;1229;1;1;2;1;5;1;Attchd;1980.0;2.0;462.0;0;GdPrv;NoFeature;0;5;2009;124000;11.728036844587175;7.170119543449628;6.331501849893691;0;29;29;0;114.18;11.820117101147208;12.269822493875036
937;909452050;RL;69.22;13607;Pave;Inside;Crawfor;1Fam;SLvl;6;6;1986;1986;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;572.0;GasA;1982;2;1;3;1;6;1;BuiltIn;1986.0;2.0;501.0;0;NoFence;Shed;1500;4;2009;208000;12.245293358683455;9.518339645190858;6.35088571671474;112;23;23;0;184.13;18.764799209710763;12.836713944198182
938;909475040;RL;69.22;17597;Pave;Inside;Crawfor;1Fam;1Story;7;9;1971;2009;Hip;CompShg;BrkFace;BrkFace;Gd;CBlock;1803.0;GasA;2365;2;0;3;1;7;2;Attchd;1971.0;2.0;551.0;0;GdPrv;NoFeature;0;7;2009;315000;12.66032791780777;9.775483711951761;7.4977617006225685;144;38;0;1;219.72;19.661598721037507;13.293198008804818
939;909475300;RL;0.0;21695;Pave;Corner;Crawfor;1Fam;1Story;6;9;1988;2007;Hip;CompShg;Wd Sdng;Plywood;Gd;CBlock;880.0;GasA;1680;2;0;3;1;5;1;Attchd;1988.0;2.0;540.0;0;NoFence;NoFeature;0;12;2009;222000;12.310432660854417;9.98483709823245;6.78105762593618;226;21;2;1;156.08;20.41410293604075;12.90826293105333
940;910202070;RM;59.0;10690;Pave;Inside;IDOTRR;1Fam;2Story;5;7;1920;1997;Hip;CompShg;VinylSd;VinylSd;TA;CBlock;672.0;GasA;1344;1;0;3;1;6;0;Detchd;1964.0;1.0;468.0;0;NoFence;NoFeature;0;7;2009;147000;11.898187865760873;9.27706400401909;6.511745329644728;346;89;12;1;124.86;17.95006585634055;12.456053539181905
941;910204050;RM;50.0;8660;Pave;Inside;IDOTRR;1Fam;2Story;5;6;1900;1993;Gambrel;CompShg;AsbShng;AsbShng;TA;BrkTil;760.0;GasA;2168;2;0;5;1;11;0;Detchd;1998.0;2.0;576.0;0;NoFence;NoFeature;0;12;2009;123000;11.719939634354555;9.06647000155648;6.634633357861686;238;109;16;1;201.41;17.259447282208065;12.26096609783385
942;910205020;RM;60.0;6402;Pave;Corner;IDOTRR;1Fam;2Story;5;5;1920;1950;Gable;CompShg;Wd Sdng;Wd Shng;TA;PConc;596.0;GasA;1192;1;0;3;1;6;0;Detchd;1920.0;1.0;189.0;0;GdWo;NoFeature;0;7;2009;78000;11.26446410567173;8.764365720529808;6.391917113392602;137;89;59;1;110.74;16.30104585711886;11.763667320923446
943;911103050;C (all);105.0;8470;Pave;Corner;IDOTRR;1Fam;1.5Fin;3;2;1915;1982;Hip;CompShg;Plywood;Plywood;Fa;CBlock;1013.0;GasA;1526;1;0;2;1;6;0;NoGarage;0.0;0.0;0.0;0;MnPrv;NoFeature;0;10;2009;85000;11.350406535472453;9.0442857876461;6.921658184151129;156;94;27;1;141.77;17.187787118656463;11.857368782684025
944;911104060;C (all);60.0;10200;Pave;Inside;IDOTRR;1Fam;1Story;4;6;1925;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;572.0;GasA;572;1;0;2;1;4;0;Detchd;1940.0;1.0;200.0;0;NoFence;NoFeature;0;5;2009;75000;11.225243392518447;9.230142999272362;6.35088571671474;72;84;59;1;53.14;17.794559234636907;11.720926145848017
