Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;1st Flr SF;2nd Flr SF;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice
674;535425070;RL;;17600;Pave;Inside;NAmes;1Fam;1Story;6;5;1960;1960;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1478.0;GasA;1478;0;1478;2;0;3;1;6;2;Attchd;1960.0;2.0;498.0;40;0;0;0;0;;;0;12;2009;157500
675;535426150;RL;80.0;9000;Pave;Inside;NAmes;1Fam;1Story;6;6;1958;1958;Flat;Tar&Grv;Wd Sdng;Wd Sdng;TA;CBlock;160.0;GasA;1142;0;1142;1;0;2;1;5;1;Basment;1958.0;1.0;384.0;28;64;0;0;0;;;0;4;2009;113500
676;535450070;RL;60.0;12144;Pave;Inside;NAmes;1Fam;1Story;5;7;1949;1950;Gable;CompShg;HdBoard;HdBoard;Gd;CBlock;832.0;GasA;1036;0;1268;1;0;3;1;6;1;Attchd;1949.0;1.0;288.0;28;0;0;0;0;;Othr;0;9;2009;133000
677;535450160;RL;60.0;8544;Pave;Corner;NAmes;Duplex;1Story;3;4;1950;1950;Gable;CompShg;BrkFace;BrkFace;TA;Slab;0.0;Wall;1040;0;1040;2;0;2;2;6;0;Detchd;1987.0;2.0;400.0;0;0;0;0;0;;;0;6;2009;92900
678;535450200;RL;60.0;8064;Pave;Inside;NAmes;1Fam;1.5Fin;6;5;1950;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;795.0;GasA;765;368;1133;1;0;3;1;5;0;Detchd;1989.0;2.0;900.0;0;0;0;231;0;;;0;12;2009;128500
679;535451170;RL;60.0;7200;Pave;Inside;NAmes;Duplex;1Story;4;5;1949;1950;Gable;CompShg;BrkFace;Stone;TA;Slab;0.0;Wall;1040;0;1040;2;0;2;2;6;0;Detchd;1956.0;2.0;420.0;0;0;0;0;0;;;0;6;2009;90000
680;535451250;RL;60.0;7200;Pave;Inside;NAmes;1Fam;1.5Fin;5;4;1950;1982;Gable;CompShg;VinylSd;Wd Sdng;TA;CBlock;1208.0;GasA;1136;768;1904;1;1;3;1;7;0;Attchd;1950.0;1.0;240.0;0;168;0;0;0;GdPrv;;0;5;2009;138000
681;535452090;RL;71.0;7350;Pave;Inside;NAmes;1Fam;1Story;5;6;1958;1958;Hip;CompShg;BrkFace;BrkFace;TA;CBlock;1041.0;GasA;1041;0;1041;1;0;3;1;6;0;Attchd;1958.0;1.0;294.0;0;0;0;0;0;GdWo;;0;3;2009;128000
682;535452100;RL;70.0;7560;Pave;Inside;NAmes;1Fam;1Story;5;6;1958;1965;Hip;CompShg;BrkFace;Plywood;TA;CBlock;1029.0;GasA;1339;0;1339;1;0;3;1;6;0;Attchd;1958.0;1.0;294.0;0;0;0;0;0;MnPrv;;0;5;2009;139000
683;535452140;RL;60.0;7200;Pave;Corner;NAmes;1Fam;1Story;5;7;1952;1952;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;732.0;GasA;732;0;732;1;0;2;1;4;0;Detchd;1952.0;1.0;240.0;68;0;0;0;0;;;0;9;2009;118900
684;535453100;RL;80.0;8000;Pave;Inside;NAmes;1Fam;SLvl;5;5;1959;1959;Gable;CompShg;BrkFace;Plywood;TA;CBlock;528.0;GasA;1183;0;1183;1;0;3;1;6;0;Attchd;1959.0;1.0;288.0;0;0;0;0;0;GdWo;;0;7;2009;138000
685;535453200;RL;70.0;7931;Pave;Inside;NAmes;1Fam;1Story;5;5;1959;1959;Hip;CompShg;BrkFace;Plywood;TA;CBlock;1148.0;GasA;1148;0;1148;1;0;3;1;6;0;Attchd;1959.0;1.0;672.0;0;0;0;0;0;GdPrv;;0;7;2009;132500
686;535454100;RL;60.0;10800;Pave;Inside;NAmes;1Fam;1.5Fin;4;7;1949;1996;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;832.0;GasA;832;629;1461;2;0;4;1;6;0;Detchd;1949.0;1.0;384.0;204;0;0;0;0;;;0;8;2009;133500
687;535454160;RL;60.0;8064;Pave;Corner;NAmes;1Fam;1.5Fin;6;7;1948;1994;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;864.0;GasA;1064;0;1495;1;0;3;1;6;0;Detchd;1994.0;2.0;576.0;36;0;0;0;0;;;0;8;2009;135000
688;535475010;RL;76.0;7570;Pave;Corner;NAmes;1Fam;2Story;6;5;1964;1964;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;780.0;GasA;993;813;1806;1;1;4;1;8;0;Attchd;1964.0;2.0;483.0;55;0;0;0;0;;;0;3;2009;144750
689;535476110;RL;75.0;8604;Pave;Inside;NAmes;Duplex;SFoyer;5;7;1978;1978;Gable;CompShg;Plywood;Plywood;TA;CBlock;941.0;GasA;941;0;941;1;0;2;1;4;0;Attchd;1978.0;2.0;564.0;40;0;0;0;0;;;0;11;2009;145000
690;535476240;RL;80.0;7936;Pave;Inside;NAmes;1Fam;1Story;6;6;1963;1963;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1045.0;GasA;1045;0;1045;1;0;3;1;6;1;Attchd;1963.0;1.0;264.0;0;0;0;0;0;;;0;4;2009;127000
691;535477150;RL;60.0;6600;Pave;Inside;NAmes;1Fam;1Story;5;5;1962;1962;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;894.0;GasA;894;0;894;1;0;2;1;5;0;Detchd;1962.0;1.0;308.0;0;0;0;0;0;;;0;8;2009;109500
692;902101010;RM;;3950;Pave;Inside;OldTown;1Fam;1.5Fin;6;8;1926;2004;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;818.0;GasA;818;406;1224;1;0;3;1;5;0;Detchd;1926.0;1.0;210.0;0;116;0;0;0;;;0;12;2009;115000
693;902102080;RM;60.0;10440;Pave;Corner;OldTown;1Fam;2Story;5;6;1910;1981;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;440.0;GasA;682;548;1230;1;1;2;1;5;0;Detchd;1966.0;2.0;440.0;0;128;0;0;0;MnPrv;;0;5;2009;110000
694;902103100;RM;68.0;4080;Pave;Inside;OldTown;1Fam;1.5Fin;6;8;1935;1998;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;901.0;GasA;861;517;1378;1;0;3;1;6;0;Detchd;1920.0;1.0;162.0;0;40;0;0;0;;;0;6;2009;128900
695;902103120;RM;57.0;10307;Pave;Inside;OldTown;Duplex;2Story;6;5;1910;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;972.0;GasA;972;972;1944;2;0;4;2;12;0;Detchd;1920.0;2.0;324.0;28;169;0;0;0;;;0;6;2009;103500
696;902103170;RM;52.0;5720;Pave;Inside;OldTown;1Fam;1.5Fin;5;6;1941;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;676.0;GasA;676;455;1131;1;1;3;1;5;0;Detchd;1941.0;1.0;200.0;0;0;0;0;0;;;0;8;2009;66500
697;902105050;RM;90.0;15660;Pave;Inside;OldTown;1Fam;1.5Fin;5;8;1910;2003;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;240.0;GasA;810;496;1306;1;1;3;1;6;0;Detchd;1959.0;2.0;472.0;0;0;0;0;0;MnPrv;;0;7;2009;130000
698;902105060;RM;90.0;9900;Pave;Corner;OldTown;1Fam;2Story;5;8;1910;2002;Gable;CompShg;VinylSd;VinylSd;Gd;CBlock;504.0;GasA;764;700;1464;2;0;3;1;7;0;;;0.0;0.0;0;176;0;0;0;;;0;3;2009;129000
699;902106010;RM;57.0;6406;Pave;Inside;OldTown;1Fam;2Story;5;6;1939;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;690.0;GasA;868;690;1558;1;1;3;1;7;1;Detchd;1939.0;2.0;400.0;36;0;0;182;0;MnPrv;;0;10;2009;150000
700;902106060;RM;60.0;6600;Pave;Corner;OldTown;1Fam;2Story;5;4;1892;1965;Gable;CompShg;Wd Sdng;Wd Sdng;TA;Stone;994.0;GasA;1378;994;2372;2;0;4;2;11;0;Attchd;1985.0;1.0;432.0;287;0;0;0;0;;;0;12;2009;107500
701;902109130;RM;63.0;7627;Pave;Corner;OldTown;2fmCon;2Story;4;6;1920;1950;Gable;CompShg;AsbShng;AsbShng;Fa;BrkTil;600.0;GasA;1101;600;1701;2;0;4;2;8;0;;;0.0;0.0;0;148;0;0;0;;;0;10;2009;94550
702;902109140;RM;60.0;7596;Pave;Inside;OldTown;Duplex;2Story;5;5;1952;1952;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;960.0;GasA;960;1000;1960;2;0;4;2;10;0;Detchd;1952.0;2.0;400.0;0;0;0;0;0;;;0;7;2009;124500
703;902110080;RM;60.0;3378;Pave;Inside;OldTown;1Fam;2Story;7;8;1946;1992;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;651.0;GasA;707;682;1389;1;1;3;1;6;2;Detchd;1947.0;1.0;240.0;0;126;0;0;0;;;0;9;2009;135000
704;902134120;RM;56.0;10134;Pave;Inside;OldTown;1Fam;1.5Fin;5;5;1910;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;801.0;GasA;801;646;1447;1;0;3;1;6;0;;;0.0;0.0;0;244;0;0;0;;;0;7;2009;103000
705;902135020;RM;60.0;6000;Pave;Inside;OldTown;2fmCon;1Story;4;4;1953;1953;Gable;CompShg;MetalSd;MetalSd;Fa;CBlock;936.0;GasA;936;0;936;1;0;2;1;4;0;Detchd;1974.0;2.0;576.0;32;112;0;0;0;;;0;2;2009;93000
706;902201110;RM;50.0;6000;Pave;Inside;OldTown;1Fam;1.5Fin;5;7;1950;1970;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;768.0;GasA;768;560;1328;1;1;3;1;6;0;Detchd;1950.0;1.0;308.0;12;0;0;0;0;MnPrv;;0;3;2009;129500
707;902202150;RM;50.0;6000;Pave;Inside;OldTown;2fmCon;1.5Fin;5;4;1954;1954;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;811.0;GasA;811;576;1387;2;0;3;2;7;0;BuiltIn;1954.0;1.0;256.0;0;0;0;0;0;;;0;11;2009;93000
708;902204080;RM;62.0;7404;Pave;Corner;OldTown;1Fam;1Story;4;6;1920;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;861.0;GasA;861;0;861;1;0;2;1;5;0;Detchd;1920.0;2.0;288.0;0;128;0;0;0;;;0;11;2009;80000
709;902205010;RM;50.0;5925;Pave;Corner;OldTown;1Fam;1Story;2;4;1940;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;0.0;GasA;612;0;612;1;0;1;1;4;0;Detchd;1965.0;1.0;308.0;0;25;0;0;0;;;0;10;2009;45000
710;902205030;RM;50.0;5925;Pave;Inside;OldTown;1Fam;1.5Fin;3;6;1910;1950;Gable;CompShg;VinylSd;VinylSd;TA;BrkTil;600.0;Grav;600;368;968;1;0;2;1;6;0;;;0.0;0.0;0;0;0;0;0;GdWo;;0;5;2009;37900
711;902206260;RM;50.0;5784;Pave;Inside;OldTown;1Fam;1Story;5;8;1938;1996;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;190.0;GasA;886;0;886;1;0;2;1;4;0;Attchd;1938.0;1.0;273.0;20;80;0;0;0;;;0;12;2009;91300
712;902207170;RM;60.0;8520;Pave;Inside;OldTown;1Fam;1Story;5;8;1923;1950;Gable;CompShg;Stucco;Stucco;Gd;PConc;624.0;GasA;792;0;792;1;0;2;1;5;0;Detchd;1963.0;1.0;287.0;0;81;0;0;0;GdWo;;0;2;2009;99500
713;902300090;RM;33.0;4456;Pave;Inside;OldTown;2fmCon;2Story;4;5;1920;2008;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;736.0;GasA;736;716;1452;2;0;2;3;8;0;;;0.0;0.0;0;102;0;0;0;;;0;6;2009;113000
714;902301060;RM;60.0;9600;Pave;Inside;OldTown;1Fam;2Story;4;4;1910;1950;Gable;CompShg;VinylSd;VinylSd;Gd;BrkTil;677.0;GasA;833;677;1510;2;0;3;1;7;0;Detchd;1974.0;2.0;720.0;0;160;0;0;0;;;0;6;2009;87500
715;902301080;RM;50.0;3500;Pave;Inside;OldTown;1Fam;1.5Fin;5;7;1947;1950;Gable;CompShg;AsbShng;AsbShng;TA;CBlock;720.0;GasA;720;564;1284;1;1;2;1;5;0;Detchd;1948.0;1.0;240.0;35;0;0;0;0;MnWw;;0;4;2009;110000
716;902325070;RM;90.0;8100;Pave;Corner;OldTown;1Fam;2.5Unf;5;5;1898;1965;Hip;CompShg;AsbShng;AsbShng;TA;PConc;849.0;GasA;1075;1063;2138;2;0;2;3;11;0;Detchd;1910.0;2.0;360.0;156;0;0;0;0;MnPrv;;0;11;2009;106000
717;902326030;RM;65.0;11700;Pave;Corner;OldTown;1Fam;2Story;7;7;1880;2003;Mansard;CompShg;Stucco;Stucco;Gd;Stone;1240.0;GasW;1320;1320;2640;1;1;4;1;8;1;Detchd;1950.0;4.0;864.0;0;386;0;0;0;;;0;5;2009;265979
718;902327070;RM;70.0;8400;Pave;Corner;OldTown;1Fam;2Story;6;7;1900;1950;Gable;CompShg;Stucco;BrkFace;TA;BrkTil;917.0;GasA;1090;917;2007;2;0;3;1;8;0;Detchd;1930.0;1.0;357.0;235;0;0;0;0;;;0;6;2009;160000
719;902329080;RM;60.0;3600;Pave;Inside;OldTown;1Fam;2Story;6;7;1917;2007;Gable;CompShg;Stucco;Stucco;TA;BrkTil;624.0;GasA;664;624;1288;1;0;3;1;5;1;Attchd;1917.0;1.0;280.0;103;0;0;0;0;;;0;5;2009;119000
720;902330040;RM;121.0;17671;Pave;Corner;OldTown;1Fam;2Story;8;9;1882;1986;Gable;CompShg;Wd Sdng;Wd Sdng;Gd;BrkTil;916.0;GasA;916;826;1742;1;1;4;1;8;1;Attchd;1925.0;2.0;424.0;169;0;0;0;0;;;0;11;2009;168000
721;902331010;C (all);;3300;Pave;Inside;OldTown;1Fam;1Story;4;3;1910;1950;Gable;CompShg;Stucco;Stucco;TA;BrkTil;624.0;GasA;816;0;816;1;0;2;1;5;1;;;0.0;0.0;33;0;0;0;0;;;0;6;2009;58500
722;902401130;RM;50.0;9000;Pave;Inside;OldTown;1Fam;2Story;7;9;1920;1988;Hip;CompShg;VinylSd;VinylSd;TA;PConc;650.0;GasA;832;650;1482;1;0;3;1;7;0;Detchd;1930.0;2.0;324.0;0;0;0;0;0;;;0;7;2009;143000
723;902402150;RM;60.0;7200;Pave;Inside;OldTown;1Fam;1Story;5;4;1910;2006;Hip;CompShg;MetalSd;Stucco;TA;BrkTil;1022.0;GasW;1022;0;1022;1;0;2;1;4;0;Detchd;1956.0;1.0;280.0;30;226;0;0;0;;;0;6;2009;85000
724;902405100;RM;98.0;8820;Pave;Corner;OldTown;1Fam;1.5Fin;5;6;1890;1996;Hip;CompShg;VinylSd;VinylSd;TA;BrkTil;1088.0;GasA;1188;561;1869;1;0;2;1;7;0;Detchd;1963.0;2.0;456.0;0;244;0;0;0;MnWw;;0;9;2009;124900
725;902405120;RM;60.0;5400;Pave;Inside;OldTown;1Fam;1.5Fin;6;6;1920;1950;Gable;CompShg;MetalSd;MetalSd;Fa;BrkTil;972.0;GasA;1044;0;1480;1;0;3;1;6;0;Detchd;1920.0;1.0;207.0;0;176;0;0;0;;;0;9;2009;119000
726;902406070;RM;60.0;9720;Pave;Inside;OldTown;1Fam;2Story;6;7;1910;2002;Gable;CompShg;MetalSd;MetalSd;TA;PConc;741.0;GasA;780;741;1521;1;0;4;1;8;0;Detchd;1950.0;3.0;640.0;0;238;0;0;0;MnPrv;;0;9;2009;146500
727;902477120;C (all);60.0;7879;Pave;Inside;IDOTRR;1Fam;1Story;4;5;1920;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;720.0;GasA;720;0;720;1;0;2;1;4;0;;;0.0;0.0;523;115;0;0;0;GdWo;;0;11;2009;34900
728;902477130;C (all);72.0;9392;Pave;Corner;IDOTRR;1Fam;1Story;3;3;1900;1950;Mansard;CompShg;AsbShng;AsbShng;TA;CBlock;245.0;GasA;797;0;797;1;0;2;1;5;0;;;0.0;0.0;36;94;0;0;0;;;0;9;2009;44000
729;903200080;RL;144.0;21384;Pave;Inside;BrkSide;1Fam;2Story;5;6;1923;2004;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1324.0;GasA;1072;504;1576;1;1;3;1;6;1;Attchd;1923.0;2.0;528.0;312;0;0;0;0;;;0;5;2009;223500
730;903201020;RL;;6615;Pave;Inside;BrkSide;1Fam;1Story;6;6;1923;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;1022.0;GasA;1432;0;1432;1;0;3;1;6;1;BuiltIn;1923.0;1.0;216.0;61;0;0;0;0;GdWo;;0;9;2009;149000
731;903201080;RL;55.0;7264;Pave;Inside;BrkSide;1Fam;1.5Fin;7;7;1925;2007;Gable;CompShg;Wd Sdng;Wd Sdng;Gd;BrkTil;952.0;GasW;952;596;1548;2;1;3;1;5;0;Detchd;1978.0;2.0;672.0;0;0;0;144;0;;;0;10;2009;205000
732;903202170;RL;50.0;4960;Pave;Inside;BrkSide;1Fam;1.5Fin;5;7;1930;1982;Gable;CompShg;WdShing;Wd Shng;TA;CBlock;297.0;GasA;1001;653;1654;2;0;3;1;7;1;Detchd;1955.0;1.0;336.0;60;0;0;0;0;;;0;5;2009;137000
733;903205040;RL;;8854;Pave;Inside;BrkSide;1Fam;1.5Unf;6;6;1916;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;952.0;Grav;952;0;952;1;0;2;1;4;1;Detchd;1916.0;1.0;192.0;98;0;0;40;0;;;0;5;2009;121000
734;903226130;RM;50.0;6000;Pave;Inside;BrkSide;1Fam;1.5Fin;4;6;1936;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;672.0;GasA;757;567;1324;1;0;3;1;6;0;Detchd;1936.0;1.0;240.0;0;0;0;0;0;;;0;7;2009;128000
735;903226170;RM;50.0;6000;Pave;Inside;BrkSide;1Fam;1.5Fin;6;9;1937;2000;Gable;CompShg;MetalSd;MetalSd;Gd;BrkTil;698.0;GasA;786;390;1176;1;0;2;1;4;0;Detchd;1999.0;2.0;624.0;0;0;0;0;0;;;0;7;2009;134900
736;903227070;RM;50.0;6000;Pave;Corner;BrkSide;1Fam;1.5Fin;5;8;1925;1997;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;884.0;GasA;884;464;1348;1;0;3;1;5;1;Detchd;1960.0;1.0;216.0;0;208;0;0;0;;;0;5;2009;117000
737;903227090;RM;50.0;6000;Pave;Inside;BrkSide;1Fam;1.5Fin;6;6;1939;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;780.0;GasA;825;587;1412;1;0;4;1;6;1;Detchd;1939.0;1.0;280.0;0;0;0;0;0;;;0;5;2009;132500
738;903228070;RM;60.0;6000;Pave;Corner;BrkSide;1Fam;1.5Fin;5;5;1924;1950;Gable;CompShg;Stucco;Stucco;TA;BrkTil;468.0;GasA;822;320;1142;1;0;3;1;6;0;Attchd;1924.0;1.0;320.0;0;98;0;0;0;;;0;6;2009;93000
739;903228120;RM;50.0;6000;Pave;Inside;BrkSide;1Fam;1.5Unf;6;7;1926;2004;Gable;CompShg;Wd Sdng;Wd Sdng;Gd;PConc;884.0;GasA;904;0;904;1;0;2;1;4;0;Detchd;1926.0;1.0;180.0;0;105;0;0;0;;;0;1;2009;119000
740;903230100;RM;60.0;6911;Pave;FR2;BrkSide;1Fam;1Story;5;5;1924;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;1145.0;GasA;1301;0;1301;1;0;2;1;5;0;Detchd;1965.0;2.0;440.0;0;0;0;0;0;;;0;10;2009;100000
741;903231010;RM;51.0;6120;Pave;Corner;BrkSide;1Fam;1.5Fin;5;6;1936;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;927.0;GasA;1067;472;1539;1;1;3;1;5;0;Detchd;1995.0;2.0;576.0;0;0;0;0;0;MnPrv;;0;4;2009;141500
742;903231030;RM;51.0;6120;Pave;Inside;BrkSide;1Fam;1.5Fin;4;7;1935;1995;Gable;CompShg;AsbShng;AsbShng;TA;BrkTil;884.0;GasA;989;584;1573;1;0;3;1;6;0;Detchd;1935.0;1.0;240.0;0;54;0;120;0;;;0;7;2009;133000
743;903231060;RM;51.0;6120;Pave;Inside;BrkSide;1Fam;1Story;2;3;1936;1950;Gable;CompShg;AsbShng;AsbShng;Fa;BrkTil;264.0;Grav;800;0;800;1;0;1;1;4;1;;;0.0;0.0;0;0;0;0;0;;;0;1;2009;60000
744;903231130;RM;51.0;6120;Pave;Corner;BrkSide;1Fam;1Story;5;7;1931;1993;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;715.0;GasA;875;0;875;1;0;2;1;5;0;Detchd;1931.0;1.0;180.0;0;0;0;0;0;;;0;11;2009;105000
745;903232060;RM;51.0;6120;Pave;Inside;BrkSide;1Fam;1Story;5;6;1925;1999;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;960.0;GasA;995;0;995;1;0;2;1;5;0;Detchd;1926.0;1.0;264.0;15;51;0;0;0;MnPrv;;0;3;2009;115000
746;903234220;RM;51.0;6120;Pave;Inside;BrkSide;1Fam;1.5Fin;5;6;1938;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;952.0;GasA;994;588;1582;2;0;3;1;6;1;Detchd;1938.0;1.0;250.0;0;34;150;0;0;;;0;2;2009;150000
747;903236040;RM;50.0;8635;Pave;Inside;BrkSide;1Fam;1Story;5;5;1925;1950;Hip;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;1072.0;GasA;1072;0;1072;1;0;2;1;5;0;Detchd;1982.0;5.0;1184.0;0;105;0;0;0;;;0;8;2009;126500
748;903400220;RL;;11888;Pave;Inside;BrkSide;1Fam;2.5Unf;6;6;1916;1994;Gable;CompShg;Wd Sdng;Wd Shng;TA;BrkTil;844.0;GasA;1445;689;2134;2;0;5;1;10;0;Detchd;1930.0;2.0;441.0;60;268;0;0;0;;;0;7;2009;214500
749;903425245;RL;60.0;11414;Pave;Corner;BrkSide;1Fam;2Story;7;8;1910;1993;Gable;CompShg;HdBoard;HdBoard;TA;BrkTil;728.0;GasA;1136;883;2019;1;0;3;1;8;0;Detchd;1997.0;2.0;532.0;135;0;0;0;0;GdPrv;;0;10;2009;167500
750;903427120;RM;57.0;8094;Pave;Inside;OldTown;1Fam;2Story;6;6;1915;1950;Gable;CompShg;MetalSd;MetalSd;TA;PConc;1048.0;GasA;1048;720;1768;2;0;3;1;8;0;Detchd;1930.0;2.0;576.0;0;150;0;0;0;;;0;6;2009;155000
751;903429080;RM;50.0;2500;Pave;Corner;OldTown;1Fam;2Story;7;8;1915;2005;Gable;CompShg;Stucco;Stucco;Gd;PConc;910.0;GasA;916;910;1826;1;1;4;1;7;1;Attchd;1915.0;1.0;164.0;0;0;0;0;0;;;0;6;2009;155000
752;903429110;RM;68.0;9928;Pave;Inside;OldTown;1Fam;2Story;7;8;1915;1994;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;672.0;GasA;1272;672;1944;2;0;3;1;8;0;Detchd;1915.0;1.0;216.0;28;0;0;0;0;;Shed;400;6;2009;179900
753;903430060;RM;92.0;5520;Pave;Corner;OldTown;1Fam;2.5Fin;6;6;1912;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;755.0;GasA;929;929;2229;1;0;5;1;8;0;;;0.0;0.0;198;30;0;0;0;MnPrv;;0;7;2009;104000
754;903430070;RM;50.0;3000;Pave;Inside;OldTown;Duplex;2Story;5;1;1922;1950;Hip;CompShg;MetalSd;MetalSd;TA;BrkTil;1040.0;GasA;1088;1040;2128;2;0;4;2;11;0;;;0.0;0.0;56;0;0;0;0;;;0;9;2009;62500
755;903451090;RM;57.0;6876;Pave;Inside;IDOTRR;1Fam;2Story;6;5;1927;1950;Gable;CompShg;Plywood;Plywood;TA;CBlock;720.0;GasA;1146;784;1930;2;0;4;1;8;0;Attchd;1927.0;1.0;316.0;0;213;0;0;0;MnPrv;;0;8;2009;149000
756;903458170;RM;52.0;6240;Pave;Inside;IDOTRR;1Fam;1.5Fin;4;5;1925;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;780.0;GasA;848;0;1208;1;0;2;1;5;0;Detchd;1962.0;2.0;539.0;23;112;0;0;0;;;0;1;2009;103000
757;903475100;RM;;5775;Pave;Corner;OldTown;1Fam;2Story;6;7;1915;2002;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;483.0;GasA;741;686;1427;1;0;3;1;7;0;Attchd;1915.0;1.0;379.0;24;112;0;0;0;;;0;2;2009;123000
758;903476090;RM;41.0;5852;Pave;Corner;OldTown;2fmCon;2.5Unf;7;5;1902;2000;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;1020.0;GasA;978;886;1864;2;1;6;1;9;0;;;0.0;0.0;188;102;0;0;0;;;0;5;2009;97500
759;903481120;RM;60.0;5160;Pave;Corner;IDOTRR;1Fam;1.5Fin;6;6;1927;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;1204.0;GasA;1204;462;1666;1;0;3;1;4;0;Detchd;1927.0;1.0;384.0;0;148;0;0;0;;;0;8;2009;135000
760;903481130;RM;86.0;5160;Pave;Inside;IDOTRR;1Fam;SFoyer;4;6;1923;1950;Hip;CompShg;MetalSd;MetalSd;TA;PConc;858.0;GasA;892;0;892;1;0;1;1;5;0;;;0.0;0.0;0;105;0;160;0;;;0;7;2009;70000
761;903484110;RM;60.0;10320;Pave;Inside;IDOTRR;2fmCon;2Story;6;7;1915;1965;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;698.0;GasA;754;649;1403;1;1;3;1;7;0;Detchd;1915.0;1.0;308.0;0;288;0;0;0;;;0;2;2009;116000
762;904100190;RL;50.0;4280;Pave;Inside;Sawyer;1Fam;1Story;4;9;1946;2001;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;560.0;GasA;704;0;704;1;0;2;1;4;0;CarPort;1946.0;1.0;220.0;0;24;0;0;0;;;0;9;2009;88750
763;904301060;RL;60.0;10800;Pave;Inside;Edwards;Duplex;1Story;5;5;1987;1988;Gable;CompShg;Plywood;Plywood;TA;CBlock;1200.0;GasA;1200;0;1200;3;0;3;1;5;0;;;0.0;0.0;0;0;0;0;0;;;0;3;2009;179000
764;904301070;RL;60.0;10800;Pave;Inside;Edwards;Duplex;1Story;5;5;1987;1988;Gable;CompShg;Plywood;Plywood;TA;CBlock;1200.0;GasA;1200;0;1200;3;0;3;1;5;0;;;0.0;0.0;0;0;0;0;0;;;0;3;2009;179000
765;904301100;RL;;10547;Pave;Inside;Edwards;Duplex;SFoyer;5;5;1978;1978;Gable;CompShg;Plywood;Plywood;TA;PConc;1152.0;GasA;1152;0;1152;2;0;2;2;6;0;Detchd;1960.0;1.0;252.0;0;0;0;0;0;;;0;7;2009;159900
766;904301375;RL;;10020;Pave;Inside;Edwards;1Fam;1Story;1;1;1922;1950;Gable;CompShg;Wd Sdng;Wd Sdng;Fa;BrkTil;683.0;GasA;904;0;904;0;1;1;1;4;0;;;0.0;0.0;0;0;0;0;0;;;0;3;2009;61000
